,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
1706,Chevrolet,Impala,2008,3.6,Diesel,Manual,173500,4,2,6630
1707,Chevrolet,Impala,2023,2.1,Petrol,Automatic,281615,3,1,8967
1708,Kia,Rio,2020,2.2,Diesel,Manual,142392,5,1,9452
1709,Kia,Optima,2023,1.6,Petrol,Semi-Automatic,189334,3,2,8813
1710,BMW,5 Series,2001,1.2,Diesel,Semi-Automatic,55663,3,5,4486
1711,BMW,5 Series,2022,2.1,Electric,Automatic,229332,4,1,11713
1712,Honda,Accord,2008,4.4,Petrol,Manual,120374,2,1,8492
1713,Hyundai,Elantra,2015,1.8,Diesel,Automatic,36064,4,3,11178
1714,Honda,Civic,2014,4.9,Petrol,Semi-Automatic,247925,4,5,8241
1715,BMW,3 Series,2023,3.2,Electric,Automatic,142564,3,1,14848
1716,Toyota,RAV4,2017,3.1,Diesel,Automatic,196995,3,2,9860
1717,Hyundai,Elantra,2023,3.1,Hybrid,Manual,74502,5,5,13609
1718,Hyundai,Tucson,2011,2.7,Electric,Manual,298757,3,5,6124
1719,Volkswagen,Golf,2008,2.0,Electric,Semi-Automatic,179010,2,3,6919
1720,Hyundai,Sonata,2007,1.8,Hybrid,Automatic,97552,3,4,8548
1721,Mercedes,GLA,2001,1.4,Diesel,Manual,105088,2,1,3698
1722,Volkswagen,Passat,2006,3.8,Petrol,Semi-Automatic,149573,3,4,6708
1723,Chevrolet,Impala,2013,3.9,Diesel,Automatic,21396,4,2,12972
1724,Honda,CR-V,2002,3.9,Hybrid,Manual,84234,5,2,7915
1725,Toyota,RAV4,2013,1.5,Petrol,Semi-Automatic,87831,4,2,7743
1726,Audi,A4,2022,4.0,Petrol,Semi-Automatic,109649,5,5,12507
1727,Volkswagen,Passat,2022,1.4,Petrol,Automatic,28004,4,1,13039
1728,Kia,Optima,2012,2.9,Hybrid,Manual,259817,3,5,6403
1729,Audi,A4,2013,4.5,Hybrid,Automatic,233742,2,1,10325
1730,Volkswagen,Tiguan,2020,3.3,Petrol,Manual,172227,3,3,9955
1731,Toyota,RAV4,2011,5.0,Hybrid,Automatic,13473,5,4,14630
1732,Honda,Civic,2003,3.5,Diesel,Semi-Automatic,170089,2,1,5098
1733,BMW,X5,2020,3.1,Diesel,Manual,54614,2,4,12107
1734,Kia,Optima,2006,3.8,Electric,Manual,276138,2,1,6177
1735,Hyundai,Elantra,2006,1.2,Diesel,Manual,227665,4,2,2546
1736,BMW,3 Series,2021,2.1,Diesel,Semi-Automatic,85775,4,2,10784
1737,Chevrolet,Impala,2020,3.0,Hybrid,Semi-Automatic,7623,3,1,13947
1738,Kia,Rio,2006,4.1,Diesel,Manual,134712,2,2,7305
1739,Volkswagen,Tiguan,2009,2.6,Electric,Manual,252720,4,2,6345
1740,BMW,X5,2016,2.2,Diesel,Automatic,69374,4,1,11212
1741,Audi,A3,2022,4.5,Electric,Automatic,286355,4,2,12972
1742,Hyundai,Tucson,2018,1.6,Hybrid,Automatic,3022,5,2,13539
1743,BMW,X5,2007,3.5,Petrol,Semi-Automatic,140717,3,5,6885
1744,Audi,A4,2022,1.4,Hybrid,Manual,94696,2,5,11206
1745,Volkswagen,Golf,2000,1.9,Hybrid,Automatic,36648,5,3,7767
1746,Volkswagen,Golf,2012,3.2,Petrol,Manual,182056,3,4,7258
1747,Ford,Fiesta,2007,2.9,Diesel,Automatic,210486,2,2,6390
1748,Kia,Rio,2006,2.0,Electric,Manual,119785,5,1,7504
1749,Ford,Focus,2020,2.2,Electric,Automatic,222571,4,4,11348
1750,Kia,Rio,2015,3.7,Diesel,Semi-Automatic,181782,5,5,8664
1751,Chevrolet,Equinox,2012,3.3,Petrol,Semi-Automatic,277925,4,2,5441
1752,Honda,Civic,2012,3.7,Diesel,Manual,206605,4,5,7267
1753,Chevrolet,Malibu,2007,3.6,Diesel,Manual,288298,4,3,4034
1754,Volkswagen,Tiguan,2012,1.3,Diesel,Automatic,34356,5,1,9812
1755,Ford,Focus,2006,3.3,Petrol,Semi-Automatic,204468,2,4,5110
1756,Toyota,Corolla,2007,2.1,Electric,Semi-Automatic,164847,2,4,7003
1757,Ford,Explorer,2007,4.9,Petrol,Manual,256751,4,4,5964
1758,Audi,A4,2022,2.8,Hybrid,Manual,199301,4,1,10513
1759,Chevrolet,Impala,2022,1.8,Petrol,Automatic,146938,4,5,11061
1760,Mercedes,GLA,2006,1.6,Hybrid,Automatic,185420,5,3,6291
1761,Volkswagen,Golf,2022,1.7,Hybrid,Manual,185988,3,4,9680
1762,Hyundai,Elantra,2006,4.0,Electric,Automatic,294825,2,2,7503
1763,Kia,Optima,2011,1.6,Diesel,Automatic,186782,5,4,6764
1764,Honda,CR-V,2012,2.3,Diesel,Manual,138932,2,5,7221
1765,Mercedes,C-Class,2004,3.2,Hybrid,Automatic,32252,5,4,10354
1766,Ford,Explorer,2010,3.2,Petrol,Semi-Automatic,152776,5,2,7244
1767,Chevrolet,Equinox,2003,3.5,Electric,Automatic,61700,2,4,10766
1768,Mercedes,E-Class,2021,4.8,Diesel,Semi-Automatic,31848,2,1,14563
1769,Mercedes,GLA,2022,1.3,Hybrid,Manual,3788,3,1,12924
1770,Audi,A3,2019,3.2,Petrol,Automatic,60084,3,2,13298
1771,Honda,Civic,2023,4.6,Diesel,Manual,72025,5,2,14159
1772,Mercedes,GLA,2010,1.7,Electric,Automatic,251783,3,3,7264
1773,Chevrolet,Equinox,2011,3.5,Hybrid,Automatic,35655,5,4,12686
1774,Chevrolet,Malibu,2019,2.5,Diesel,Manual,11001,4,3,12079
1775,BMW,3 Series,2003,4.7,Diesel,Manual,48097,3,1,8738
1776,Mercedes,GLA,2023,1.3,Electric,Manual,9218,2,5,14115
1777,Toyota,Camry,2023,2.6,Diesel,Automatic,73774,2,4,13624
1778,Ford,Explorer,2007,2.7,Electric,Manual,183051,4,1,7238
1779,Audi,A4,2010,2.2,Hybrid,Semi-Automatic,124510,4,1,7809
1780,Mercedes,GLA,2012,5.0,Diesel,Manual,200981,5,5,8680
1781,BMW,3 Series,2008,3.4,Diesel,Manual,17194,2,5,9556
1782,Chevrolet,Equinox,2007,4.0,Electric,Manual,108716,5,5,10025
1783,Ford,Fiesta,2017,1.4,Diesel,Automatic,6319,5,3,11973
1784,Kia,Optima,2018,1.5,Petrol,Manual,100084,2,3,8998
1785,Honda,Civic,2015,3.7,Petrol,Manual,59678,3,2,11106
1786,Volkswagen,Golf,2013,3.3,Hybrid,Semi-Automatic,167096,2,1,8958
1787,Ford,Focus,2010,1.4,Electric,Automatic,290186,5,1,6196
1788,Toyota,Corolla,2005,4.5,Electric,Automatic,186080,4,5,9878
1789,Ford,Focus,2001,2.0,Diesel,Semi-Automatic,67832,3,2,5043
1790,Chevrolet,Equinox,2016,3.9,Hybrid,Manual,72828,3,1,12343
1791,Kia,Sportage,2014,1.0,Petrol,Manual,13682,4,5,9026
1792,Kia,Rio,2002,2.5,Petrol,Automatic,103334,5,2,6633
1793,Chevrolet,Malibu,2023,2.8,Hybrid,Semi-Automatic,125172,2,3,12296
1794,Audi,A3,2007,3.4,Petrol,Semi-Automatic,3514,4,1,9529
1795,Mercedes,E-Class,2008,3.8,Electric,Manual,106591,4,3,10168
1796,Toyota,Camry,2008,2.6,Diesel,Semi-Automatic,211463,5,1,4870
1797,Hyundai,Sonata,2012,1.1,Hybrid,Semi-Automatic,134479,2,4,7110
1798,Kia,Optima,2017,4.6,Electric,Automatic,166993,4,4,13960
1799,Toyota,RAV4,2000,2.2,Petrol,Manual,238229,5,1,2000
1800,Chevrolet,Malibu,2012,4.9,Electric,Automatic,165196,5,5,12796
1801,Volkswagen,Passat,2006,4.9,Electric,Automatic,65918,2,3,12981
1802,Hyundai,Tucson,2010,2.2,Diesel,Semi-Automatic,284632,3,1,3607
1803,BMW,X5,2020,2.4,Electric,Semi-Automatic,133294,2,4,11834
1804,Honda,CR-V,2012,3.1,Diesel,Automatic,72724,2,4,10845
1805,Honda,Accord,2017,1.0,Diesel,Semi-Automatic,151252,5,2,7174
1806,Honda,Accord,2013,4.6,Diesel,Manual,182736,2,4,8945
1807,Volkswagen,Tiguan,2009,4.9,Petrol,Automatic,116854,5,3,10862
1808,Hyundai,Tucson,2003,1.1,Diesel,Automatic,245891,2,5,2682
1809,Kia,Rio,2004,4.9,Petrol,Manual,285701,4,5,4485
1810,Volkswagen,Golf,2022,1.1,Petrol,Semi-Automatic,164969,2,2,8500
1811,Toyota,Corolla,2006,3.3,Electric,Semi-Automatic,21306,4,4,10773
1812,Audi,A4,2017,1.9,Diesel,Semi-Automatic,152772,2,2,8044
1813,Toyota,RAV4,2002,4.5,Petrol,Manual,279351,3,2,3612
1814,Hyundai,Elantra,2005,2.0,Petrol,Automatic,36156,4,3,8376
1815,Audi,A3,2019,1.7,Electric,Automatic,130959,4,4,12380
1816,Ford,Fiesta,2010,2.6,Hybrid,Manual,145953,5,1,7780
1817,Volkswagen,Passat,2020,4.3,Electric,Semi-Automatic,13344,2,4,16133
1818,Honda,Civic,2018,4.6,Diesel,Automatic,39465,5,1,14810
1819,Volkswagen,Golf,2004,2.9,Petrol,Semi-Automatic,65347,3,2,6893
1820,Hyundai,Elantra,2005,4.4,Hybrid,Manual,275360,2,2,5492
1821,BMW,X5,2006,1.6,Petrol,Automatic,239060,4,3,4218
1822,Hyundai,Tucson,2023,4.5,Diesel,Automatic,141572,3,5,14168
1823,BMW,X5,2010,2.0,Hybrid,Semi-Automatic,174164,3,5,6616
1824,Kia,Optima,2022,5.0,Electric,Automatic,260953,5,4,13980
1825,Toyota,Corolla,2019,2.0,Electric,Manual,55370,5,5,12692
1826,BMW,3 Series,2012,4.0,Diesel,Automatic,161431,5,4,9971
1827,Volkswagen,Golf,2001,3.3,Hybrid,Automatic,159349,3,2,7013
1828,Mercedes,C-Class,2020,2.5,Diesel,Manual,177299,3,1,9054
1829,Audi,A3,2012,4.3,Diesel,Automatic,76005,2,1,11979
1830,Toyota,Camry,2002,1.7,Diesel,Manual,102549,2,5,4349
1831,Ford,Focus,2003,3.3,Petrol,Automatic,72117,2,5,8357
1832,BMW,5 Series,2000,4.4,Hybrid,Automatic,90949,3,5,9181
1833,Volkswagen,Passat,2018,3.0,Diesel,Semi-Automatic,77132,5,1,10957
1834,BMW,5 Series,2008,2.6,Electric,Automatic,96132,2,5,10677
1835,Honda,Civic,2017,3.6,Electric,Manual,214703,4,2,10505
1836,Hyundai,Tucson,2007,1.3,Hybrid,Manual,61157,3,4,7276
1837,Mercedes,GLA,2004,3.1,Electric,Automatic,220120,2,2,7497
1838,Audi,Q5,2005,4.0,Hybrid,Automatic,127914,5,2,9541
1839,Mercedes,C-Class,2014,4.7,Diesel,Semi-Automatic,93908,3,2,11121
1840,Volkswagen,Tiguan,2008,2.6,Electric,Automatic,271567,2,2,7168
1841,BMW,5 Series,2017,4.4,Petrol,Manual,67229,4,2,12255
1842,Volkswagen,Passat,2011,4.5,Diesel,Automatic,217628,2,5,9047
1843,Volkswagen,Golf,2005,1.0,Petrol,Semi-Automatic,12018,4,3,6359
1844,Ford,Fiesta,2007,4.1,Petrol,Manual,164557,5,4,7008
1845,Chevrolet,Impala,2003,3.3,Hybrid,Automatic,48225,2,4,9835
1846,BMW,X5,2018,2.6,Petrol,Semi-Automatic,80745,3,1,10485
1847,Chevrolet,Malibu,2019,4.2,Diesel,Automatic,216108,4,2,11177
1848,Ford,Fiesta,2023,3.3,Hybrid,Manual,131367,2,1,12672
1849,Audi,A4,2004,1.8,Electric,Semi-Automatic,36797,4,2,8364
1850,Ford,Explorer,2008,3.4,Diesel,Semi-Automatic,136205,3,2,7175
1851,Toyota,RAV4,2016,2.5,Diesel,Semi-Automatic,89271,4,1,9614
1852,Mercedes,C-Class,2010,4.3,Diesel,Semi-Automatic,268505,3,2,6029
1853,Honda,CR-V,2013,2.5,Hybrid,Automatic,252912,2,5,7941
1854,Audi,A3,2014,1.2,Electric,Semi-Automatic,109357,4,1,9312
1855,Audi,Q5,2020,4.4,Diesel,Semi-Automatic,205760,5,1,10384
1856,Volkswagen,Passat,2005,2.3,Hybrid,Manual,8332,5,2,8733
1857,Audi,A4,2018,1.6,Petrol,Automatic,36774,2,2,11864
1858,Audi,A3,2015,3.4,Hybrid,Manual,293281,2,3,7134
1859,Hyundai,Elantra,2002,4.3,Diesel,Manual,28597,2,4,8428
1860,Volkswagen,Tiguan,2023,2.4,Diesel,Automatic,241576,4,3,10068
1861,Mercedes,E-Class,2004,3.3,Electric,Automatic,6686,2,1,11966
1862,Kia,Rio,2005,4.5,Petrol,Semi-Automatic,251675,2,4,5066
1863,Chevrolet,Impala,2020,4.8,Diesel,Automatic,293448,3,5,10531
1864,Chevrolet,Equinox,2011,3.3,Hybrid,Semi-Automatic,218104,2,1,7337
1865,BMW,5 Series,2007,4.0,Electric,Semi-Automatic,54474,2,1,11110
1866,Kia,Optima,2001,3.0,Hybrid,Automatic,206883,3,5,5762
1867,Audi,A4,2013,4.5,Hybrid,Manual,159818,2,2,10303
1868,Kia,Optima,2021,1.6,Hybrid,Automatic,221369,2,2,10072
1869,Audi,A4,2009,4.7,Electric,Semi-Automatic,200779,2,5,9484
1870,Ford,Fiesta,2023,4.8,Petrol,Manual,177302,4,5,12253
1871,Chevrolet,Impala,2021,2.6,Diesel,Manual,114586,3,1,10708
1872,Hyundai,Sonata,2001,1.3,Petrol,Semi-Automatic,166014,3,5,2379
1873,Kia,Optima,2022,1.5,Petrol,Semi-Automatic,193631,3,1,8327
1874,Hyundai,Tucson,2007,2.5,Hybrid,Automatic,28536,5,2,10629
1875,Hyundai,Sonata,2005,4.7,Hybrid,Manual,153813,3,4,8223
1876,Kia,Optima,2007,3.0,Electric,Automatic,108785,2,5,10524
1877,Kia,Rio,2005,3.5,Electric,Automatic,62128,2,4,11357
1878,Honda,Accord,2020,4.2,Diesel,Semi-Automatic,5872,5,1,14182
1879,Kia,Optima,2012,2.6,Diesel,Manual,63914,2,3,9021
1880,Audi,A3,2013,2.1,Hybrid,Manual,104625,4,1,9007
1881,Volkswagen,Passat,2005,3.2,Diesel,Manual,245916,2,2,3881
1882,Audi,A3,2009,1.6,Electric,Manual,37980,3,1,9640
1883,Ford,Fiesta,2010,4.1,Diesel,Semi-Automatic,172905,4,3,7741
1884,Kia,Optima,2007,4.2,Petrol,Semi-Automatic,271987,2,5,4960
1885,Ford,Focus,2015,2.0,Electric,Automatic,36038,2,2,13379
1886,Hyundai,Sonata,2007,2.2,Petrol,Automatic,167698,5,5,6546
1887,Honda,Civic,2021,1.7,Diesel,Semi-Automatic,299534,3,1,6109
1888,Audi,Q5,2014,1.1,Petrol,Semi-Automatic,96388,4,4,7472
1889,Ford,Fiesta,2022,3.8,Petrol,Semi-Automatic,184018,2,1,10819
1890,Volkswagen,Tiguan,2014,4.9,Diesel,Semi-Automatic,70218,2,1,11795
1891,Volkswagen,Golf,2019,3.4,Hybrid,Manual,17084,3,4,13858
1892,Hyundai,Tucson,2011,1.5,Petrol,Manual,205090,5,1,4798
1893,Honda,Accord,2021,3.7,Electric,Manual,279200,2,1,10516
1894,Toyota,Corolla,2014,1.4,Hybrid,Automatic,66560,2,1,10868
1895,Chevrolet,Malibu,2005,3.2,Petrol,Semi-Automatic,28310,2,1,8233
1896,Audi,A3,2012,2.8,Petrol,Semi-Automatic,224164,2,4,6016
1897,Ford,Focus,2004,1.3,Diesel,Automatic,281063,5,1,2478
1898,Ford,Explorer,2010,1.0,Diesel,Semi-Automatic,47989,2,5,7140
1899,Hyundai,Elantra,2005,4.9,Petrol,Semi-Automatic,189191,4,2,6716
1900,BMW,5 Series,2010,2.9,Hybrid,Manual,12730,4,5,10745
1901,Chevrolet,Equinox,2002,1.4,Electric,Semi-Automatic,41238,3,4,7275
1902,Kia,Optima,2010,2.4,Diesel,Automatic,274652,4,3,5506
1903,Volkswagen,Passat,2001,3.5,Electric,Manual,287320,5,4,4153
1904,Volkswagen,Golf,2012,3.1,Electric,Semi-Automatic,200782,2,1,8784
1905,Ford,Focus,2004,1.7,Diesel,Semi-Automatic,227276,2,2,2454
1906,Ford,Fiesta,2013,2.3,Hybrid,Automatic,30705,5,1,12185
1907,BMW,X5,2002,3.3,Petrol,Manual,288979,5,3,2220
1908,Audi,A3,2001,2.9,Petrol,Manual,128507,2,2,4729
1909,Ford,Focus,2018,3.9,Hybrid,Automatic,95603,3,5,13987
1910,Audi,A3,2003,1.6,Petrol,Automatic,17382,4,4,7752
1911,Volkswagen,Tiguan,2005,2.1,Diesel,Manual,192683,3,2,3846
1912,Toyota,RAV4,2021,2.3,Electric,Semi-Automatic,287595,5,4,8948
1913,Hyundai,Tucson,2012,4.1,Hybrid,Automatic,26324,4,2,13773
1914,Chevrolet,Impala,2013,4.1,Petrol,Semi-Automatic,178881,4,4,8522
1915,Honda,Civic,2022,3.7,Hybrid,Semi-Automatic,28519,5,1,14829
1916,Kia,Optima,2022,1.2,Hybrid,Semi-Automatic,216164,5,3,8576
1917,Honda,CR-V,2012,4.8,Electric,Manual,137306,3,1,11753
1918,Audi,Q5,2015,3.7,Hybrid,Manual,72661,4,4,11846
1919,Toyota,Camry,2019,2.5,Electric,Automatic,21694,2,4,15366
1920,BMW,X5,2000,1.2,Diesel,Manual,224667,2,4,2000
1921,BMW,5 Series,2011,4.6,Electric,Manual,152438,3,5,10951
1922,Audi,A3,2010,1.6,Hybrid,Automatic,282744,3,2,5545
1923,Chevrolet,Impala,2017,1.3,Diesel,Automatic,94622,5,5,10107
1924,Toyota,Camry,2001,3.4,Electric,Semi-Automatic,243085,2,2,4938
1925,Hyundai,Elantra,2009,2.4,Hybrid,Manual,156159,5,3,7076
1926,BMW,3 Series,2021,3.8,Petrol,Semi-Automatic,85961,5,4,12480
1927,BMW,3 Series,2000,4.0,Electric,Manual,52735,2,1,9045
1928,Mercedes,C-Class,2008,1.9,Electric,Manual,13436,4,1,10131
1929,Volkswagen,Tiguan,2000,3.3,Hybrid,Manual,3960,4,2,8320
1930,Honda,Accord,2012,2.2,Hybrid,Manual,250415,5,1,5891
1931,Volkswagen,Tiguan,2018,1.2,Diesel,Manual,256752,2,2,5564
1932,Chevrolet,Impala,2014,4.9,Electric,Manual,249726,5,3,10205
1933,Chevrolet,Malibu,2002,3.2,Hybrid,Semi-Automatic,194326,2,3,5013
1934,Hyundai,Elantra,2016,4.3,Electric,Manual,123202,4,1,12735
1935,Mercedes,E-Class,2019,4.6,Electric,Manual,162928,3,3,13141
1936,Honda,CR-V,2001,1.2,Hybrid,Automatic,22996,2,1,7640
1937,Volkswagen,Tiguan,2000,1.5,Hybrid,Manual,124441,3,4,4111
1938,Audi,Q5,2021,4.4,Electric,Manual,131915,4,5,14161
1939,Ford,Explorer,2004,1.5,Diesel,Automatic,109854,3,3,6102
1940,Chevrolet,Malibu,2005,3.6,Diesel,Automatic,80842,5,2,9083
1941,Volkswagen,Tiguan,2008,3.7,Diesel,Automatic,47315,2,2,10753
1942,BMW,3 Series,2013,3.1,Petrol,Semi-Automatic,295843,2,1,5183
1943,Chevrolet,Impala,2012,3.0,Diesel,Manual,132867,3,4,8042
1944,Hyundai,Elantra,2021,2.2,Electric,Manual,80426,5,2,12991
1945,Toyota,Camry,2007,3.9,Electric,Manual,187853,5,2,8342
1946,Audi,A3,2011,2.3,Diesel,Semi-Automatic,24620,2,4,9207
1947,Honda,Accord,2015,4.6,Electric,Manual,287534,4,2,9449
1948,Mercedes,C-Class,2000,4.0,Petrol,Semi-Automatic,159448,5,1,4911
1949,BMW,5 Series,2014,2.1,Hybrid,Semi-Automatic,242002,3,4,6559
1950,Hyundai,Elantra,2010,1.7,Electric,Manual,53796,3,2,9724
1951,Kia,Rio,2003,2.9,Diesel,Automatic,3214,4,4,9335
1952,Volkswagen,Golf,2001,3.7,Hybrid,Manual,274678,5,4,3606
1953,Hyundai,Tucson,2020,3.4,Electric,Manual,196637,2,2,11567
1954,Mercedes,GLA,2013,3.9,Hybrid,Semi-Automatic,200557,5,5,8888
1955,Kia,Rio,2005,4.3,Hybrid,Semi-Automatic,84833,4,4,9203
1956,Mercedes,E-Class,2019,2.7,Petrol,Semi-Automatic,259731,3,5,7305
1957,Toyota,RAV4,2023,2.4,Petrol,Semi-Automatic,240972,2,3,8580
1958,Ford,Fiesta,2013,4.7,Diesel,Semi-Automatic,271069,5,5,7278
1959,BMW,5 Series,2002,2.3,Petrol,Semi-Automatic,197991,4,1,3040
1960,Toyota,Corolla,2012,2.8,Electric,Automatic,141669,4,2,11166
1961,Chevrolet,Equinox,2019,2.8,Hybrid,Manual,266566,3,3,8268
1962,Volkswagen,Golf,2011,1.8,Electric,Manual,265824,2,2,5883
1963,Mercedes,C-Class,2015,4.0,Hybrid,Manual,94668,2,2,11706
1964,Toyota,Camry,2010,4.7,Hybrid,Semi-Automatic,112242,5,3,10555
1965,Kia,Rio,2013,3.4,Petrol,Automatic,213200,4,3,8636
1966,Chevrolet,Malibu,2016,2.8,Hybrid,Semi-Automatic,42849,3,5,11843
1967,Honda,Accord,2018,1.8,Petrol,Semi-Automatic,114519,5,5,9009
1968,Volkswagen,Tiguan,2004,1.4,Diesel,Automatic,105124,3,5,6097
1969,Chevrolet,Malibu,2014,1.8,Hybrid,Manual,181873,5,1,7462
1970,Ford,Focus,2010,1.8,Petrol,Semi-Automatic,271568,2,1,3468
1971,Hyundai,Elantra,2004,1.9,Diesel,Semi-Automatic,112186,4,2,4956
1972,Chevrolet,Impala,2011,1.8,Petrol,Semi-Automatic,42008,2,3,8359
1973,Ford,Focus,2010,4.0,Hybrid,Automatic,286041,2,2,7879
1974,Kia,Optima,2023,2.7,Hybrid,Semi-Automatic,156622,2,5,11567
1975,Chevrolet,Impala,2004,3.2,Petrol,Automatic,31309,3,2,9373
1976,Mercedes,GLA,2020,4.1,Petrol,Manual,112165,2,5,11956
1977,Audi,A3,2009,3.4,Hybrid,Semi-Automatic,125102,2,4,8697
1978,Kia,Sportage,2022,2.0,Petrol,Manual,34636,5,4,12007
1979,Chevrolet,Equinox,2017,3.7,Electric,Manual,188995,4,3,11120
1980,Ford,Fiesta,2004,4.1,Hybrid,Automatic,162517,4,4,8649
1981,Honda,Civic,2011,2.4,Diesel,Manual,113336,2,3,7533
1982,BMW,3 Series,2009,1.9,Petrol,Semi-Automatic,22913,3,2,8241
1983,BMW,3 Series,2012,3.8,Electric,Automatic,293559,5,5,9128
1984,Honda,Civic,2016,3.0,Petrol,Semi-Automatic,175145,3,3,8397
1985,Hyundai,Sonata,2015,4.0,Hybrid,Automatic,276921,5,2,9561
1986,BMW,3 Series,2023,4.3,Hybrid,Semi-Automatic,297597,5,5,10348
1987,Toyota,RAV4,2007,4.4,Electric,Automatic,55525,5,5,12989
1988,BMW,3 Series,2003,4.9,Diesel,Manual,221213,3,5,5475
1989,Chevrolet,Impala,2005,3.3,Electric,Automatic,83483,5,4,10730
1990,Hyundai,Sonata,2002,3.0,Diesel,Semi-Automatic,122439,2,2,5251
1991,Honda,Accord,2002,4.1,Petrol,Manual,216957,5,2,4460
1992,Toyota,Corolla,2005,1.6,Hybrid,Semi-Automatic,139937,4,3,5401
1993,Audi,A3,2015,3.7,Petrol,Semi-Automatic,209358,5,5,8112
1994,Chevrolet,Equinox,2006,2.8,Electric,Automatic,224114,4,5,7717
1995,Toyota,RAV4,2009,3.9,Electric,Semi-Automatic,110879,4,2,10482
1996,Toyota,RAV4,2022,1.0,Petrol,Semi-Automatic,124573,3,2,9208
1997,Chevrolet,Impala,2004,1.3,Diesel,Manual,40779,5,5,5784
1998,Kia,Sportage,2017,4.2,Hybrid,Manual,83450,2,4,12731
1999,Toyota,Corolla,2023,3.0,Hybrid,Manual,75435,3,3,13491
2000,Toyota,RAV4,2014,4.0,Electric,Semi-Automatic,216123,2,4,9977
2001,Mercedes,E-Class,2017,4.1,Electric,Semi-Automatic,229816,5,5,10703
2002,BMW,5 Series,2000,3.4,Petrol,Semi-Automatic,278310,5,3,2000
2003,BMW,5 Series,2004,2.7,Electric,Manual,196545,3,2,6069
2004,BMW,3 Series,2012,4.0,Diesel,Semi-Automatic,185073,5,1,7998
2005,Audi,A3,2022,2.2,Diesel,Manual,259968,3,3,7700
2006,Kia,Sportage,2020,4.4,Hybrid,Semi-Automatic,103894,3,2,13422
2007,BMW,5 Series,2003,2.3,Hybrid,Semi-Automatic,143584,5,2,5428
2008,Kia,Rio,2010,3.0,Electric,Automatic,167567,4,5,10248
2009,Ford,Focus,2002,1.8,Petrol,Automatic,182859,5,1,4342
2010,Hyundai,Sonata,2012,4.7,Petrol,Semi-Automatic,163639,2,2,9127
2011,Ford,Explorer,2006,3.9,Electric,Manual,181025,2,2,8179
2012,Honda,Accord,2012,4.5,Hybrid,Semi-Automatic,231368,3,5,8572
2013,Chevrolet,Equinox,2013,3.7,Petrol,Semi-Automatic,281563,3,4,6068
2014,Audi,Q5,2019,3.2,Petrol,Semi-Automatic,61680,2,1,11766
2015,BMW,3 Series,2013,3.2,Hybrid,Automatic,121063,2,5,11278
2016,Ford,Focus,2018,2.3,Electric,Automatic,292022,3,2,9459
2017,Honda,CR-V,2016,4.5,Hybrid,Automatic,95176,3,2,13996
2018,Chevrolet,Malibu,2014,4.4,Diesel,Manual,81794,2,1,11064
2019,Ford,Explorer,2023,3.0,Petrol,Manual,205866,5,5,9882
2020,Hyundai,Tucson,2006,3.3,Petrol,Manual,24121,5,2,8717
2021,Audi,Q5,2004,1.8,Hybrid,Manual,296742,2,4,2165
2022,Honda,Civic,2001,2.2,Diesel,Automatic,85799,2,1,6384
2023,Mercedes,C-Class,2010,1.8,Petrol,Manual,239416,3,4,4111
2024,Hyundai,Elantra,2006,2.1,Diesel,Semi-Automatic,183546,2,4,4329
2025,Ford,Fiesta,2018,3.7,Petrol,Semi-Automatic,177936,5,5,9641
2026,Audi,A3,2008,3.3,Electric,Automatic,10998,5,3,13080
2027,Kia,Optima,2010,3.9,Petrol,Semi-Automatic,190927,2,1,7181
2028,Honda,CR-V,2020,4.0,Hybrid,Semi-Automatic,213276,4,2,10834
2029,Mercedes,E-Class,2014,3.8,Diesel,Manual,171872,2,1,8662
2030,Toyota,Camry,2022,3.4,Electric,Semi-Automatic,16671,5,4,15766
2031,Kia,Sportage,2012,1.5,Electric,Automatic,239265,2,1,7914
2032,BMW,X5,2013,1.9,Diesel,Semi-Automatic,137384,5,2,7152
2033,Ford,Focus,2017,4.1,Diesel,Automatic,48301,4,3,13833
2034,Toyota,RAV4,2004,2.4,Petrol,Automatic,129753,3,5,6604
2035,Chevrolet,Impala,2023,3.5,Hybrid,Automatic,192182,4,2,13156
2036,Honda,Accord,2014,3.3,Diesel,Manual,224542,3,2,7109
2037,Chevrolet,Malibu,2001,2.4,Electric,Automatic,186492,4,1,6570
2038,Hyundai,Sonata,2017,2.6,Hybrid,Semi-Automatic,262794,4,2,7544
2039,Toyota,Corolla,2000,3.5,Hybrid,Manual,247001,2,2,3659
2040,Chevrolet,Equinox,2009,2.5,Electric,Automatic,35087,5,2,12098
2041,Chevrolet,Equinox,2013,1.3,Hybrid,Manual,120114,4,2,7897
2042,Kia,Sportage,2020,3.5,Petrol,Automatic,52571,4,3,14048
2043,BMW,X5,2003,4.1,Diesel,Automatic,49421,2,5,9611
2044,Audi,A4,2000,2.3,Electric,Semi-Automatic,176912,4,2,4861
2045,Volkswagen,Golf,2010,3.1,Petrol,Semi-Automatic,230782,5,1,5584
2046,Chevrolet,Impala,2009,3.5,Petrol,Automatic,192593,5,4,7948
2047,Chevrolet,Impala,2014,3.1,Diesel,Semi-Automatic,10672,3,1,11186
2048,Toyota,Camry,2010,1.5,Electric,Automatic,240407,5,5,7291
